distance,demand_name,demand_multiplier,scenario_label,controller,offset,expected_total_vehicles,mean_total_waiting_time,mean_speed,mean_total_queue,max_total_queue,total_departed,total_arrived,final_active,final_buffered,buffered_ratio,capacity_regime
100,medium,1.0,d100_medium,Fixed offset,45,2800,230.49,6.886,17.502,40,2800,2753,47,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,50,2800,236.947,6.859,17.753,37,2800,2752,48,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,55,2800,252.155,6.831,18.04,38,2800,2754,46,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,60,2800,245.647,6.944,17.33,35,2800,2756,44,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,65,2800,243.656,7.019,16.838,37,2800,2753,47,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,70,2800,248.343,7.078,16.588,36,2800,2752,48,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,75,2800,250.772,7.079,16.528,39,2800,2750,50,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,80,2800,399.466,6.046,24.444,52,2800,2735,65,0,0.0,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,85,2800,697.975,4.741,41.025,94,2798,2682,116,2,0.001,Unconstrained
100,medium,1.0,d100_medium,Fixed offset,90,2800,986.371,4.321,49.075,102,2720,2616,104,80,0.029,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,0,4200,1802.907,3.404,83.838,143,3506,3357,149,694,0.165,Capacity-limited
100,high,1.5,d100_high,Fixed offset,5,4200,2049.71,3.527,80.186,135,3455,3324,131,745,0.177,Capacity-limited
100,high,1.5,d100_high,Fixed offset,10,4200,1854.646,3.51,80.417,135,3521,3383,138,679,0.162,Capacity-limited
100,high,1.5,d100_high,Fixed offset,15,4200,1371.171,3.561,77.385,130,3696,3526,170,504,0.12,Capacity-limited
100,high,1.5,d100_high,Fixed offset,20,4200,1271.696,3.663,74.56,135,3797,3625,172,403,0.096,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,25,4200,1132.911,3.955,67.807,118,3928,3755,173,272,0.065,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,30,4200,989.272,4.261,60.139,108,3960,3794,166,240,0.057,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,35,4200,1034.405,4.232,61.973,101,3926,3777,149,274,0.065,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,40,4200,1019.846,4.232,61.642,100,3930,3781,149,270,0.064,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,45,4200,928.051,4.385,57.263,103,3929,3776,153,271,0.065,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,50,4200,1018.473,4.212,61.602,99,3929,3776,153,271,0.065,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,55,4200,978.385,4.307,59.441,97,3903,3766,137,297,0.071,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,60,4200,847.036,4.595,52.182,85,3900,3776,124,300,0.071,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,65,4200,1014.184,4.216,61.384,94,3885,3734,151,315,0.075,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,70,4200,1036.695,4.136,61.7,104,3782,3637,145,418,0.1,Mild insertion pressure
100,high,1.5,d100_high,Fixed offset,75,4200,1389.862,3.671,73.738,125,3608,3466,142,592,0.141,Capacity-limited
100,high,1.5,d100_high,Fixed offset,80,4200,1610.915,3.782,71.858,136,3490,3371,119,710,0.169,Capacity-limited
100,high,1.5,d100_high,Fixed offset,85,4200,1804.39,3.588,77.398,141,3439,3318,121,761,0.181,Capacity-limited
100,high,1.5,d100_high,Fixed offset,90,4200,1802.907,3.404,83.838,143,3506,3357,149,694,0.165,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,0,5600,2097.762,3.435,91.595,144,4071,3901,170,1529,0.273,Oversaturated
100,saturation,2.0,d100_saturation,Fixed offset,5,5600,2039.434,3.51,89.772,138,4052,3907,145,1548,0.276,Oversaturated
100,saturation,2.0,d100_saturation,Fixed offset,10,5600,2008.136,3.417,91.387,138,4076,3900,176,1524,0.272,Oversaturated
100,saturation,2.0,d100_saturation,Fixed offset,15,5600,1490.278,3.545,85.902,132,4237,4056,181,1363,0.243,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,20,5600,1426.455,3.607,83.911,138,4322,4140,182,1278,0.228,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,25,5600,1350.385,3.71,80.931,130,4424,4242,182,1176,0.21,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,30,5600,1313.721,3.733,79.829,126,4460,4279,181,1140,0.204,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,35,5600,1429.442,3.67,84.326,129,4464,4280,184,1136,0.203,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,40,5600,1423.504,3.672,84.621,120,4485,4306,179,1115,0.199,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,45,5600,1337.039,3.805,80.634,113,4520,4345,175,1080,0.193,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,50,5600,1415.348,3.699,83.834,117,4487,4307,180,1113,0.199,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,55,5600,1382.009,3.697,82.523,120,4471,4295,176,1129,0.202,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,60,5600,1320.206,3.725,80.425,133,4456,4284,172,1144,0.204,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,65,5600,1335.259,3.731,80.521,126,4415,4242,173,1185,0.212,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,70,5600,1391.171,3.628,83.793,130,4327,4148,179,1273,0.227,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,75,5600,1523.824,3.547,85.706,137,4211,4035,176,1389,0.248,Capacity-limited
100,saturation,2.0,d100_saturation,Fixed offset,80,5600,1810.948,3.492,88.48,136,4124,3961,163,1476,0.264,Oversaturated
100,saturation,2.0,d100_saturation,Fixed offset,85,5600,1994.579,3.479,90.399,141,4055,3901,154,1545,0.276,Oversaturated
100,saturation,2.0,d100_saturation,Fixed offset,90,5600,2097.762,3.435,91.595,144,4071,3901,170,1529,0.273,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,0,7000,3094.882,2.729,143.239,230,4506,4245,261,2494,0.356,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,5,7000,2947.153,2.785,139.403,205,4521,4261,260,2479,0.354,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,10,7000,2795.251,2.779,139.91,208,4575,4313,262,2425,0.346,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,15,7000,2468.491,2.819,136.512,206,4637,4366,271,2363,0.338,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,20,7000,2362.589,2.938,131.822,200,4783,4517,266,2217,0.317,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,25,7000,2294.378,2.956,130.94,207,4835,4567,268,2165,0.309,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,30,7000,2343.778,2.939,130.848,202,4851,4586,265,2149,0.307,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,35,7000,2408.996,2.904,134.706,202,4869,4600,269,2131,0.304,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,40,7000,2349.082,2.957,131.944,209,4906,4642,264,2094,0.299,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,45,7000,2442.287,2.915,135.133,226,4876,4618,258,2124,0.303,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,50,7000,2370.718,2.957,131.575,202,4907,4642,265,2093,0.299,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,55,7000,2443.758,2.894,135.494,199,4823,4566,257,2177,0.311,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,60,7000,2336.33,2.957,131.485,205,4889,4631,258,2111,0.302,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,65,7000,2296.271,2.96,130.185,199,4831,4574,257,2169,0.31,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,70,7000,2300.396,2.963,131.281,199,4758,4492,266,2242,0.32,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,75,7000,2435.244,2.87,135.213,201,4653,4389,264,2347,0.335,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,80,7000,2926.882,2.798,139.034,207,4531,4283,248,2469,0.353,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,85,7000,3108.48,2.707,142.063,217,4409,4151,258,2591,0.37,Oversaturated
100,oversaturation,2.5,d100_oversaturation,Fixed offset,90,7000,3094.882,2.729,143.239,230,4506,4245,261,2494,0.356,Oversaturated
200,low,0.5,d200_low,Fixed offset,0,1400,89.399,8.224,6.14,23,1406,1383,23,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,5,1400,91.599,8.195,6.228,21,1406,1383,23,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,10,1400,91.734,8.206,6.189,21,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,15,1400,91.552,8.209,6.21,21,1406,1381,25,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,20,1400,95.744,8.111,6.445,21,1406,1379,27,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,25,1400,113.0,7.79,7.334,21,1406,1380,26,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,30,1400,104.129,7.782,7.25,21,1406,1381,25,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,35,1400,98.982,7.731,7.28,21,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,40,1400,94.911,7.713,7.268,23,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,45,1400,95.294,7.688,7.356,22,1406,1383,23,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,50,1400,96.608,7.68,7.391,20,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,55,1400,104.921,7.639,7.633,21,1406,1383,23,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,60,1400,112.369,7.647,7.746,20,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,65,1400,123.257,7.633,7.933,23,1406,1381,25,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,70,1400,110.588,7.871,7.2,23,1406,1379,27,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,75,1400,98.166,8.078,6.587,23,1406,1381,25,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,80,1400,88.987,8.218,6.15,21,1406,1384,22,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,85,1400,89.351,8.218,6.159,23,1406,1382,24,0,0.0,Unconstrained
200,low,0.5,d200_low,Fixed offset,90,1400,89.399,8.224,6.14,23,1406,1383,23,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,0,2800,321.064,6.78,19.937,51,2800,2745,55,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,5,2800,393.403,6.401,23.94,59,2800,2722,78,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,10,2800,486.166,5.947,29.085,65,2800,2712,88,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,15,2800,303.14,6.983,19.234,42,2800,2740,60,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,20,2800,231.074,7.458,15.688,37,2800,2748,52,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,25,2800,238.486,7.379,16.216,36,2800,2748,52,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,30,2800,221.764,7.391,15.84,36,2800,2749,51,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,35,2800,207.164,7.4,15.458,33,2800,2751,49,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,40,2800,199.974,7.372,15.443,37,2800,2748,52,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,45,2800,195.628,7.387,15.462,36,2800,2749,51,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,50,2800,196.469,7.387,15.558,33,2800,2750,50,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,55,2800,210.624,7.348,15.958,36,2800,2754,46,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,60,2800,231.986,7.257,16.759,38,2800,2751,49,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,65,2800,256.192,7.149,17.592,40,2800,2747,53,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,70,2800,287.737,6.972,19.002,41,2800,2744,56,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,75,2800,376.576,6.383,23.736,53,2800,2727,73,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,80,2800,596.069,5.399,34.468,84,2742,2642,100,58,0.021,Mild insertion pressure
200,medium,1.0,d200_medium,Fixed offset,85,2800,357.049,6.533,22.079,57,2800,2733,67,0,0.0,Unconstrained
200,medium,1.0,d200_medium,Fixed offset,90,2800,321.064,6.78,19.937,51,2800,2745,55,0,0.0,Unconstrained
200,high,1.5,d200_high,Fixed offset,0,4200,1384.668,3.69,78.842,145,3645,3474,171,555,0.132,Capacity-limited
200,high,1.5,d200_high,Fixed offset,5,4200,1622.593,3.832,77.016,140,3554,3415,139,646,0.154,Capacity-limited
200,high,1.5,d200_high,Fixed offset,10,4200,1866.466,3.9,75.591,134,3525,3388,137,675,0.161,Capacity-limited
200,high,1.5,d200_high,Fixed offset,15,4200,1850.343,3.828,78.026,137,3569,3436,133,631,0.15,Capacity-limited
200,high,1.5,d200_high,Fixed offset,20,4200,1374.493,4.239,66.808,120,3680,3536,144,520,0.124,Capacity-limited
200,high,1.5,d200_high,Fixed offset,25,4200,1346.873,3.972,74.478,126,3795,3630,165,405,0.096,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,30,4200,1202.487,4.042,71.941,117,3915,3737,178,285,0.068,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,35,4200,1073.425,4.283,65.606,119,3952,3782,170,248,0.059,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,40,4200,982.6,4.471,60.358,100,3934,3777,157,266,0.063,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,45,4200,924.61,4.614,57.196,99,3932,3785,147,268,0.064,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,50,4200,828.716,4.826,52.021,88,3925,3785,140,275,0.065,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,55,4200,862.989,4.797,53.644,94,3917,3788,129,283,0.067,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,60,4200,849.057,4.792,52.688,86,3829,3697,132,371,0.088,Mild insertion pressure
200,high,1.5,d200_high,Fixed offset,65,4200,960.983,4.64,55.681,88,3718,3591,127,482,0.115,Capacity-limited
200,high,1.5,d200_high,Fixed offset,70,4200,1111.819,4.503,58.031,95,3625,3493,132,575,0.137,Capacity-limited
200,high,1.5,d200_high,Fixed offset,75,4200,1338.548,4.34,61.609,99,3523,3387,136,677,0.161,Capacity-limited
200,high,1.5,d200_high,Fixed offset,80,4200,1579.042,4.188,66.354,113,3458,3324,134,742,0.177,Capacity-limited
200,high,1.5,d200_high,Fixed offset,85,4200,1557.936,4.077,68.957,134,3462,3333,129,738,0.176,Capacity-limited
200,high,1.5,d200_high,Fixed offset,90,4200,1384.668,3.69,78.842,145,3645,3474,171,555,0.132,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,0,5600,1722.79,3.669,89.028,143,4162,3985,177,1438,0.257,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,5,5600,1915.316,3.684,89.523,145,4115,3942,173,1485,0.265,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,10,5600,2000.466,3.633,90.537,145,4104,3928,176,1496,0.267,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,15,5600,1935.964,3.671,88.216,139,4121,3939,182,1479,0.264,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,20,5600,1775.651,3.763,85.596,137,4225,4039,186,1375,0.246,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,25,5600,1359.002,3.945,80.604,126,4404,4221,183,1196,0.214,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,30,5600,1333.205,3.943,79.756,126,4432,4249,183,1168,0.209,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,35,5600,1268.491,4.026,77.51,118,4513,4331,182,1087,0.194,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,40,5600,1265.17,4.076,77.705,110,4541,4360,181,1059,0.189,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,45,5600,1246.113,4.125,76.975,113,4569,4387,182,1031,0.184,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,50,5600,1233.98,4.139,76.258,123,4556,4378,178,1044,0.186,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,55,5600,1279.756,4.04,77.95,114,4515,4339,176,1085,0.194,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,60,5600,1317.644,3.979,79.479,122,4462,4283,179,1138,0.203,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,65,5600,1416.887,3.881,82.104,128,4375,4190,185,1225,0.219,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,70,5600,1629.491,3.809,84.12,137,4267,4084,183,1333,0.238,Capacity-limited
200,saturation,2.0,d200_saturation,Fixed offset,75,5600,1836.5,3.69,88.046,134,4132,3949,183,1468,0.262,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,80,5600,1908.377,3.674,88.121,141,4127,3951,176,1473,0.263,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,85,5600,1980.539,3.631,90.408,145,4106,3927,179,1494,0.267,Oversaturated
200,saturation,2.0,d200_saturation,Fixed offset,90,5600,1722.79,3.669,89.028,143,4162,3985,177,1438,0.257,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,0,7000,2769.526,2.906,141.926,210,4546,4282,264,2454,0.351,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,5,7000,2662.895,2.949,138.212,212,4603,4334,269,2397,0.342,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,10,7000,2785.174,2.937,138.423,204,4510,4243,267,2490,0.356,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,15,7000,3042.148,2.902,139.106,216,4498,4230,268,2502,0.357,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,20,7000,2694.443,3.018,134.689,204,4660,4386,274,2340,0.334,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,25,7000,2325.486,3.173,130.807,200,4857,4604,253,2143,0.306,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,30,7000,2344.801,3.133,132.432,210,4868,4598,270,2132,0.305,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,35,7000,2178.009,3.242,126.669,198,4998,4728,270,2002,0.286,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,40,7000,2261.309,3.233,126.181,199,4920,4652,268,2080,0.297,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,45,7000,2234.348,3.244,126.686,200,4922,4666,256,2078,0.297,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,50,7000,2304.498,3.189,128.878,203,4883,4629,254,2117,0.302,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,55,7000,2256.653,3.239,127.268,199,4957,4697,260,2043,0.292,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,60,7000,2242.432,3.212,128.408,197,4904,4647,257,2096,0.299,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,65,7000,2378.706,3.091,131.494,201,4758,4494,264,2242,0.32,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,70,7000,2712.845,3.017,134.89,209,4590,4329,261,2410,0.344,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,75,7000,2804.584,2.958,137.145,209,4556,4288,268,2444,0.349,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,80,7000,2964.323,2.939,139.44,214,4537,4274,263,2463,0.352,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,85,7000,2996.706,2.902,140.063,213,4469,4199,270,2531,0.362,Oversaturated
200,oversaturation,2.5,d200_oversaturation,Fixed offset,90,7000,2769.526,2.906,141.926,210,4546,4282,264,2454,0.351,Oversaturated
300,low,0.5,d300_low,Fixed offset,0,1400,90.362,8.346,6.287,24,1406,1380,26,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,5,1400,91.646,8.341,6.335,23,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,10,1400,98.499,8.261,6.611,21,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,15,1400,109.059,8.135,7.086,23,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,20,1400,114.022,8.033,7.396,23,1406,1379,27,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,25,1400,104.261,8.125,7.073,23,1406,1380,26,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,30,1400,92.523,8.227,6.616,22,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,35,1400,84.783,8.259,6.371,19,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,40,1400,82.911,8.197,6.439,22,1406,1380,26,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,45,1400,82.233,8.181,6.477,22,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,50,1400,82.55,8.185,6.511,20,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,55,1400,90.24,8.128,6.772,21,1406,1382,24,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,60,1400,98.336,8.087,7.044,20,1406,1381,25,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,65,1400,108.719,8.004,7.449,22,1406,1380,26,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,70,1400,123.315,7.864,7.967,25,1406,1378,28,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,75,1400,118.911,7.962,7.633,23,1406,1379,27,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,80,1400,99.442,8.238,6.703,21,1406,1380,26,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,85,1400,92.453,8.314,6.39,24,1406,1379,27,0,0.0,Unconstrained
300,low,0.5,d300_low,Fixed offset,90,1400,90.362,8.346,6.287,24,1406,1380,26,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,0,2800,274.231,7.403,17.474,47,2800,2743,57,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,5,2800,280.225,7.352,17.905,45,2800,2745,55,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,10,2800,257.076,7.523,16.8,43,2800,2747,53,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,15,2800,466.856,6.201,28.342,59,2800,2719,81,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,20,2800,394.908,6.601,24.732,53,2800,2723,77,0,0.0,Unconstrained
300,medium,1.0,d300_medium,Fixed offset,25,2800,282.888,7.263,18.862,42,2800,2742,58,0,0.0,Unconstrained
